Jméno|Disciplína|Stát|Pohlaví|Datum narození|Vìk|Výška|Váha|Místo narození|Místo pobytu|Pøezdívka|Trenér|Ruka|Zranìní|Pøedchozí|Povolání|Klub|Pozice|Vzor|Jazyky|Hobbies|Ambice|Dùvody|Motto
Evgeny USTYUGOV|Biathlon|Russian Fed.|Male|4 June 1985|28|1.68|60|-|Russian Fed., KRASNOYARSK|Zhenya |Andrei Lenev |||Vancouver 2010|Ecologist, Engineer||||Russian|Reading, listening to music, downhill skiing, rock climbing. |||
Ossi VAANANEN|Ice Hockey|Finland|Male|18 August 1980|33|1.91|99|Finland, VANTAA|-||||||||||||||
Michal VACEK|Bobsleigh|Czech Republic|Male|10 March 1987|26|1.90|96|Czech Republic, PRAHA|-|Misa, Smirnoff |Miroslav Novotny [personal]; Milan Sejkora [national] ||||Athlete||Brakeperson ||Czech|Mountain biking, wine tasting. |||
Tereza VACULIKOVA|Freestyle Skiing|Czech Republic|Female|30 October 1992|21|1.63|58|Czech Republic, BRNO|Czech Republic, Brno|Terr |Marketa Slovackova [club]; Patrick Deneen, USA; Timothy Meagher ||She damaged a tendon in her knee playing paintball in September 2013. She injured the tendon again in December while using a trampoline. |Vancouver 2010|Student||||English|Mountain biking, squash, tennis, beach volleyball. |||
Eetu VAEHAESOEYRINKI|Nordic Combined|Finland|Male|12 April 1990|23|1.73|61|Finland, JYVASKYLA|-||Kari Jaaskelainen [personal]; Petter Kukkonen [national]. ||||Athlete||||English, Finnish, Swedish|Football, golf. |||
Alexandra VAFINA|Ice Hockey|Russian Fed.|Female|28 July 1990|23|1.65|58|-|Russian Fed., KRASNIY VOLGAR||||||||||||||
Massimiliano VALCAREGGI|Alpine Skiing|Greece|Male|12 February 1995|18|1.83|83|Italy, TRIESTE|-||||||||||English, Greek, Italian||||
Martina VALCEPINA|Short Track|Italy|Female|4 June 1992|21|1.68|60|Italy, SONDALO|-||Kenan Gouadec [national], CAN; Eric Bedard [national], CAN |||Vancouver 2010|Police Officer||||English, Italian|Listening to music, reading. |||
Mitja VALENCIC|Alpine Skiing|Slovenia|Male|1 February 1978|36|1.78|83|Slovenia, KRANJ|-|Mito, Professor. |Miha Verdnik [national]; Matjaz Penes [club] ||In 2009 he had a hernia problem in his back. |Vancouver 2010, Torino 2006|Athlete||||English, German, Slovene|Diving, sky diving, spending evenings with friends. |||
Benoit VALENTIN|Freestyle Skiing|France|Male|8 December 1992|21|1.75|68|France, ECULLY|France, Aime|Ben. |Greg Guenet ||||||||English, French|Sports in general. |||
Hanna-Riikka VALILA|Ice Hockey|Finland|Female|12 June 1973|40|1.60|63|Finland, JYVASKYLA|-||||||||||||||
Linda VALIMAKI|Ice Hockey|Finland|Female|31 May 1990|23|1.66|70|Finland, YLOJARVI|-||||||||||||||
Len VALJAS|Cross-Country|Canada|Male|21 November 1988|25|1.98|91|-|-|Lenny, Big Esto |Justin Wadsworth [national], Louis Bouchard [national] ||He has suffered ongoing problems with muscle atrophy in his left leg. The injury flared up six weeks prior to the 2014 Olympic Winter Games in Sochi. ||Athlete||||English, Estonian|Spending time in the ocean wIndsurfing or surfing - every year he travels to Maui in Hawaii to work on his surfing skills. He also enjoys spending time at the family cottage dirt biking. |||
Chelsea VALOIS|Bobsleigh|Canada|Female|11 October 1987|26|1.77|75|Canada, CARROT RIVER|-||Tom De La Hunty [national], Quin Sekulich [speed and strength] ||||Athlete||Brakeperson ||English, French|Camping, quad-biking, spending time with family and friends. |||
Lotte VAN BEEK|Speed Skating|Netherlands|Female|9 December 1991|22|1.80|69|Netherlands, ZWOLLE|-||Jan van Veen ||||Athlete, Student||||Dutch, English|Hockey, skiing. |||
Edwin VAN CALKER|Bobsleigh|Netherlands|Male|14 June 1979|34|1.88|99|Netherlands, GASSELTE|-|De Evenwichtige [the level-headed one]. |Ivo Danilevic [team] |||Vancouver 2010|Athlete, Finance||Pilot ||Dutch, English||||
Laurien VAN DER GRAAFF|Cross-Country|Switzerland|Female|14 October 1987|26|1.67|57|-|-||Christoph Schmid ||She was diagnosed with concussion that lasted for three days after she fell during the World Cup event in Davos, Switzerland, in 2013. ||Athlete||||Dutch, English, French, German, Norwegian|Reading, tennis, beach volleyball. |||
Freek VAN DER WART|Short Track|Netherlands|Male|1 February 1988|26|1.83|80|Netherlands, VOORBURG|-||Jeroen Otter [national] ||||Athlete, Student||||Dutch, English||||
Annouk VAN DER WEIJDEN|Speed Skating|Netherlands|Female|27 June 1986|27|1.72|61|Netherlands, LEIDERDORP|-||Johan de Wit [club] NED; Arjan Samplonius [club] NED ||||Athlete, Teacher||||Dutch, English, German|Snowboarding, shopping, drinking coffee with friends, television, reading. |||
Bror VAN DER ZIJDE|Bobsleigh|Netherlands|Male|13 February 1989|24|1.89|110|Netherlands, GOUDA|-||Ben Vet [personal] NED; Nicola Minichiello [national] GBR ||||Athlete||Brakeperson ||Dutch, English||||
Sanne VAN KERKHOF|Short Track|Netherlands|Female|27 March 1987|26|1.63|54|Netherlands, VOORBURG|-|Oma [Granny] |Jeroen Otter [national] ||She suffers from back pains due to problems with her intervertebral discs [situated in between each vertabrae]. |Vancouver 2010|Athlete|Ysvereniging Zoetermeer [YVZ], Zoetermeer, NED|||Dutch, English|Sailing, watching DVDs and going to the beach. |||
Yara VAN KERKHOF|Short Track|Netherlands|Female|31 May 1990|23|1.65|52|Netherlands, ZOETERMEER|-||Jeroen Otter ||||Athlete, Student||||Dutch, English|Eating with friends, going to the cinema, reading, playing sport. |||
Lindsey VAN|Ski Jumping|United States|Female|27 November 1984|29|1.60|58|United States, DETROIT|-|Peanut, Lil. |Paolo Bernardi [club]; Alan Alborn [club] ||She had surgery in 2012 to remove cysts in her left ankle that were pressing on a nerve and making her leg numb. ||Athlete, Student|Park City Nordic Ski Club, United States|||English|Telemark skiing, back country skiing, cross-country skiing, photography, cooking, hanging out with friends. |||
James VAN RIEMSDYK|Ice Hockey|United States|Male|4 May 1989|24|1.91|96|United States, OLD BRIDGE|-||||||||||||||
Laurine VAN RIESSEN|Speed Skating|Netherlands|Female|10 August 1987|26|1.67|62|Netherlands, LEIDEN|-|BamBam |Jac Orie, Sicco Janmaat, Bjarne Rykkje |||Vancouver 2010|Athlete, Student||||Dutch, English|Listening to music, watching movies. |||
Lara VAN RUIJVEN|Short Track|Netherlands|Female|28 December 1992|21|1.68|58|Netherlands, S GRAVENHAGE|-||Jeroen Otter [national] ||||Student|HVHW, The Hague, NED|||Dutch, English, French||||
Vanessa VANAKORN|Alpine Skiing|Thailand|Female|27 October 1978|35|1.58|55|Singapore|-||||||||||||||
Virgile VANDEPUT|Alpine Skiing|Israel|Male|6 September 1994|19|1.85|79|Belgium, ANDERLECHT (BRUSSELS)|-||Aleksander Vitanov |||||||||Volleyball, football, fitness, reading, films. |||
Thomas VANEK|Ice Hockey|Austria|Male|19 January 1984|30|1.87|95|-|-||||||||||||||
Angeli VANLAANEN|Freestyle Skiing|United States|Female|24 October 1985|28|1.63|59|United States, BELLINGHAM|-||Mike Jankowski [national] ||||Athlete||||English|Running, skateboarding. |||
Semyon VARLAMOV|Ice Hockey|Russian Fed.|Male|27 April 1988|25|1.85|85|-|Russian Fed., SAMARA||||||||||||||
Herberts VASILJEVS|Ice Hockey|Latvia|Male|27 May 1976|37|1.81|80|Latvia, RIGA|-||||||||||||||
Dimitry VASSILIEV|Ski Jumping|Russian Fed.|Male|26 December 1979|34|1.78|68|-|-|Dima |Ramil Abrarov [personal], RUS, from 1993; Alexander Arefyev [national], RUS, from 1998 ||In December 2013 he strained his back at training and decided to miss the World Cup event in Engelberg, Switzerland, to get better prepared for the Four Hills Tournament. |Torino 2006||Dinamo, Nizhny Novgorod, RUS|||Russian|Cars, books. |||
Sami VATANEN|Ice Hockey|Finland|Male|3 June 1991|22|1.77|79|Finland, JYVASKYLA|-||||||||||||||
Julien VAUCLAIR|Ice Hockey|Switzerland|Male|2 October 1979|34|1.84|92|Switzerland, BURE JU|-||||||||||||||
Pierre VAULTIER|Snowboard|France|Male|24 June 1987|26|1.86|77|France, BRIANCON|France, Saint Chaffrey||||He shattered his talus [ankle bone] in a crash in March 2012. He began training on snow again in November 2012. |Vancouver 2010, Torino 2006|Athlete, Serves in the Army|Ecrins Snowboard Club, L'Argentiere-la-Bessee, FRA|||English, French||||
Yevgeniy VELICHKO|Cross-Country|Kazakhstan|Male|2 April 1987|26|1.78|72|-|-||Victor Vasilyev |||Vancouver 2010|||||Russian|Fishing, hunting. |||
Dorin VELICU|Skeleton|Romania|Male|29 November 1986|27|1.78|80|Romania, HUNEDOARA|-||Bucur Florin ||||Coach||||English, Romanian||||
Rune VELTA|Ski Jumping|Norway|Male|19 July 1989|24|1.78|-|Norway, BAERUM|-||Alexander Stockl [national] ||||Athlete|Lommedalen IL, Norway|||English, Norwegian|Sports. |||
Joan VERDU SANCHEZ|Alpine Skiing|Andorra|Male|23 May 1995|18|1.78|70|Andorra, ANDORRA LA VELLA|-||||||||||Catalan, English, French, Spanish|Tennis. |||
Miha VERLIC|Ice Hockey|Slovenia|Male|21 August 1991|22|1.94|85|-|-||||||||||||||
Tomas VERNER|Figure Skating|Czech Republic|Male|3 June 1986|27|1.80|-|Czech Republic, PISEK|-|Tommy |Michael Huth, GER; Vlasta Koprivova ||In 2011 he injured a disc in his back and was unable to train for 12 weeks. |Vancouver 2010, Torino 2006|Student|BK Ceske Budejovice, Czech Republic|||Czech, English|Football, watching movies, reading. |||
Koen VERWEIJ|Speed Skating|Netherlands|Male|26 August 1990|23|1.82|83|Netherlands, ALKMAAR|-||Gerard Kemkers ||||Athlete||||Dutch||||
Jessie VETTER|Ice Hockey|United States|Female|19 December 1985|28|1.73|68|United States, MADISON|-||||||||||||||
Matej VIDOVIC|Alpine Skiing|Croatia|Male|14 April 1993|20|1.93|92|Croatia, ZAGREB|-|Mado |Goran Vidovic [personal, father] ||||||||Croatian, English|Playing tennis, cycling, football. |||
Lars VILANDT|Curling|Denmark|Male|22 August 1974|39|1.83|-|Denmark, ROEDOVRE|-||James Dryburgh |||Vancouver 2010|Athlete, Customer Service||Alternate ||Danish, English|Reading, spending time with his family, football. |||
Sandro VILETTA|Alpine Skiing|Switzerland|Male|23 January 1986|28|1.77|78|Switzerland, GUARDA GR|-|Punto |Walter Hlebayna [national] ||He suffered severe bruising to his left hand and a pulled pelvic muscle after a fall at the 2012 World Cup super giant slalom in Val Gardena-Groeden, Italy. He returned to competitive action a month later in Wengen, Switzerland. |Vancouver 2010|Athlete||||English, German|Football, beach volleyball, playing video games. |||
Helga Maria VILHJALMSDOTTIR|Alpine Skiing|Iceland|Female|25 April 1995|18|1.71|-|Iceland, AKUREYRI|-||||||Student||||Icelandic||||
Arvis VILKASTE|Bobsleigh|Latvia|Male|8 April 1989|24|1.83|97|Latvia, BALVI|-|Winnie |Sandis Prusis ||||Athlete||Push athlete ||Latvian|Hunting, basketball. |||
Tea VILLILA|Ice Hockey|Finland|Female|16 April 1991|22|1.68|63|Finland, HYVINKAA|-||||||||||||||
Olga VILUKHINA|Biathlon|Russian Fed.|Female|22 March 1988|25|1.72|65|-|Russian Fed., NOVOSIBIRSK|Olya |Valery Ivanov [husband]; Wolfgang Pichler [national] ||||||||English, Russian|Surfing the internet, eating Ukrainian and Russian cuisine; reading. |||
Anna VINOGRADOVA|Ice Hockey|Russian Fed.|Female|6 April 1991|22|1.67|69|-|Russian Fed., CHELYABINSK||||||||||||||
Tessa VIRTUE|Figure Skating|Canada|Female|17 May 1989|24|1.65|-|Canada, LONDON|-||Marina Zueva, RUS; Johnny Johns, USA; Oleg Epstein, RUS ||During the 2010/11 season, she underwent surgery for compartment syndrome in her shins. She had previously had surgery for the same problem in 2008, which she had blamed on over-training. |Vancouver 2010|Athlete|Ilderton Skating Club, Canada|||English|Dance, golf, travel, photography, shopping. |||
Judith VIS|Bobsleigh|Netherlands|Female|21 June 1980|33|1.80|80|Netherlands, ROTTERDAM|-||Nicola Minichiello ||In 2007 she tore her left Achilles tendon during a training session in Amsterdam, Netherlands. She made her comeback in 2008. ||Athlete||Brakeperson ||Dutch, English||||
Davide VISCARDI|Short Track|Italy|Male|21 December 1990|23|1.69|72|Italy, MILANO|-||Kenan Gouadec [national], CAN; Eric Bedard [national], CAN ||||Athlete||||Italian||||
Galina VISHNEVSKAYA|Biathlon|Kazakhstan|Female|10 February 1994|19|1.60|55|Kazakhstan|-|Galya |Rafail Mirsalimov [personal], KAZ, from 2008; Andrey Golovko [national], KAZ, from 2012 ||||Athlete, Student||||English, Russian|Playing football, going out with friends. |||
Omar VISINTIN|Snowboard|Italy|Male|22 October 1989|24|1.82|78|Italy, MERANO|-||Stefano Pozzolini [national] ||||Athlete, Serves in the Army|CS Esercito, Italy|Regular ||Italian|Kayaking, kitesurfing. |||
Katja VISNAR|Cross-Country|Slovenia|Female|21 March 1984|29|1.74|65|-|-||Vladimir Korolkevic |||Vancouver 2010|Athlete, Customs Officer||||English, Slovene|Climbing, alpine skiing, wakeboarding, travelling. |||
Lubomir VISNOVSKY|Ice Hockey|Slovakia|Male|11 August 1976|37|1.78|89|-|-||||||||||||||
Veronika VITKOVA|Biathlon|Czech Republic|Female|9 December 1988|25|1.66|56|Czech Republic, VRCHLABI|-|Verca |Jindrich Sikola ||She contracted meningitis in 2009 that hampered her training for the 2009/10 season. |Vancouver 2010|Athlete, Sports Teacher||||Czech, English, German|Reading, mountain biking. |||
Elena VIVIANI|Short Track|Italy|Female|10 October 1992|21|1.64|62|Italy, SONDALO|-|Ellen |Eric Bedard [national] ||||Athlete, Police Officer||||English, French, German, Italian|Reading, listening to music, meeting friends. |||
Marc-Edouard VLASIC|Ice Hockey|Canada|Male|30 March 1987|26|1.85|93|Canada, MONTREAL|-||||||||||||||
Sofiia VLASOVA|Short Track|Ukraine|Female|10 October 1991|22|1.70|57|Ukraine, KYIV|-||Alexander Miklukha, Natalia Sverchkova ||||Athlete, Student||||Russian, Ukrainian||||
Petra VLHOVA|Alpine Skiing|Slovakia|Female|13 June 1995|18|1.80|73|Slovakia, LIPTOVSKY MIKULAS|-||Ivan Ilanovsky ||She was out for a month after stretching the ligaments in her shoulder and tearing a bicep on 10 December 2013. She returned in a European Cup race in Melchsee Frutt, Switzerland on 09 January 2014. ||Student|||||Music, football, motorbikes, surfing the internet, going out with friends. |||
Andrea VOETTER|Luge|Italy|Female|3 April 1995|18|1.68|73|Italy, BRESSANONE|-||Karl Damian [national] ||||Athlete|ASV Vols am Schlern, Italy|||German|Shopping, volleyball. |||
Alexey VOEVODA|Bobsleigh|Russian Fed.|Male|9 May 1980|33|1.95|105|-|Russian Fed., SOCHI|Lyosha |Viktor Isaev [personal], RUS; Pierre Lueders [national], CAN ||At the 2013 European Championships in Igls, Austria, he fell out of the bobsleigh during a four-man training run and hit his shoulder against a concrete wall. He did not miss any competitions but continues to experience pain from the injury. |Vancouver 2010, Torino 2006|Athlete||Push athlete |||Cars. |||
Carina VOGT|Ski Jumping|Germany|Female|5 February 1992|22|1.71|62|Germany, SCHWABISCH GMUND|-|Sprosse [Freckle] |Thomas Aubele [club]; Andreas Bauer [national] ||||Athlete, Police Officer|SC Degenfeld, Germany|||German||||
Vyacheslav VOINOV|Ice Hockey|Russian Fed.|Male|15 January 1990|24|1.80|83|-|-||||||||||||||
Maggie VOISIN|Freestyle Skiing|United States|Female|14 December 1998|15|1.65|52|United States, KALISPELL|-|Crash |Chris Haslock [club], USA; Mike Jankowski [national], USA ||||Student|Axis Freeride, Park City, UT, USA|||English, Spanish|Hiking, dirt biking, wakesurfing, rollerblading, rafting. |||
Lars VOLDEN|Ice Hockey|Norway|Male|26 July 1992|21|1.90|86|Norway, OSLO|-||||||||||||||
Alexey VOLKOV|Biathlon|Russian Fed.|Male|5 April 1988|25|1.77|69|-|Russian Fed., KHANTY-MANSIYSK||Sergey Altukhov |||||||||Music, reading. |||
Andrey VOLKOV|Freestyle Skiing|Russian Fed.|Male|22 May 1986|27|1.73|72|-|Russian Fed., CHUSOVOY||Zuari Makiev |||Vancouver 2010|Athlete||||English, Russian|Listening to music. |||
Sergey VOLKOV|Freestyle Skiing|Russian Fed.|Male|6 December 1987|26|1.78|83|-|-|Seryozha |Zauri Makiev |||Vancouver 2010|Athlete, Serves in the Army||||||||
Tatiana VOLOSOZHAR|Figure Skating|Russian Fed.|Female|22 May 1986|27|1.59|-|-|Russian Fed., TORZHOK||||||||||||||
Denis VOLOTKA|Cross-Country|Kazakhstan|Male|10 October 1985|28|1.85|83|-|-||Viktor Vasilyev [personal], Vladimir Sakhnov [national] ||||||||Russian, English||||
Stanislav VOLZHENTSEV|Cross-Country|Russian Fed.|Male|28 October 1985|28|1.85|77|-|Russian Fed.|Stas |Vladimir Strepnev ||He suffered a back injury in November 2012 and missed most of the international competitions in the 2012/13 season. ||Athlete||||Russian|Watching movies, reading, spending time with family and friends, dancing, listening to music, watching ice hockey. |||
Henrik VON APPEN|Alpine Skiing|Chile|Male|15 December 1994|19|1.85|72|Chile, SANTIAGO|-||||||||||||||
Hubertus VON HOHENLOHE|Alpine Skiing|Mexico|Male|2 February 1959|55|1.84|92|Mexico, DISTRITO FEDERAL|-|Prince |||He broke a bone in his lower leg in a crash in Kitzbuhel, Austria in January 2007. |Vancouver 2010, Lillehammer 1994, Albertville 1992, Calgary 1988, Sarajevo 1984|Photographer||||English, French, German, Italian, Spanish||||
Jakub VORACEK|Ice Hockey|Czech Republic|Male|15 August 1989|24|1.90|93|-|-||||||||||||||
Artem VORONOV|Alpine Skiing|Uzbekistan|Male|26 March 1993|20|1.85|75|Uzbekistan, TASHKENT|-||Andrey Voronov [father] ||||Athlete, Student||||Russian, English||||
Eva VRABCOVA - NYVLTOVA|Cross-Country|Czech Republic|Female|6 February 1986|27|1.62|54|-|-|Evca, Evina |Vladimir Slofar [club], Lukas Krejci [national] |||Vancouver 2010, Torino 2006|Athlete, Student||||Czech, English, German|Running, swimming, travelling, reading, cycling, horse riding, windsurfing, pets. |||
Martin VRABLIK|Alpine Skiing|Czech Republic|Male|4 July 1982|31|1.75|80|Czech Republic, VSETIN|-|Vrablas |Miroslav Jokes ||In February 2013 he was rushed to hospital after collapsing from exhaustion with a high fever, and was placed in the intensive care unit. |Vancouver 2010, Torino 2006|Athlete, Student||||Czech, English, German|Dogs. |||
Jan VRBA|Bobsleigh|Czech Republic|Male|28 January 1982|32|1.86|90|Czech Republic, JABLONEC NAD NISOU|-|Vrbic, Vrboj, Jenda |Vaclav Pus [personal]; Milan Sejkora [national] |||Vancouver 2010|Athlete||Pilot ||Czech, English|Motorbikes, skiing, reading, music. |||
Maja VTIC|Ski Jumping|Slovenia|Female|27 January 1988|26|1.67|55|Slovenia, NOVO MESTO|-||Joze Bercic [national]; Blaz Dim [club] |||||SD Zabrdje, Slovenia||||Watching films, listening to music, going out with friends, skiing, badminton, roller skating. |||
Gaia VUERICH|Cross-Country|Italy|Female|4 July 1991|22|1.65|54|-|-||Alfred Stauder [national] ||||Athlete||||Italian|Football. |||
Marko VUKICEVIC|Alpine Skiing|Serbia|Male|27 October 1992|21|1.85|91|Slovenia, LJUBLJANA|-||Milos Tomic [national] ||||Athlete||||||||
Rene VYDARENY|Ice Hockey|Slovakia|Male|6 May 1981|32|1.86|92|Slovakia, BRATISLAVA|-||||||||||||||
Maxim VYLEGZHANIN|Cross-Country|Russian Fed.|Male|18 October 1982|31|1.73|68|-|Russian Fed., Sharkan|||||Vancouver 2010|Police Officer||||Russian|Cars, reading books. |||
